6.32653	18.7222	18.7818	18.9568	19.2399	19.63	20.1407	20.801	21.642	22.6442	23.5928	23.8072	22.2519	20.016	17.8329	15.9659	14.472	13.343	12.5566	12.0932	11.9401
6.12245	19.6021	19.6674	19.8575	20.1615	20.5769	21.1223	21.8427	22.8021	24.036	25.3723	25.9475	23.9107	21.1709	18.6505	16.5761	14.9547	13.7462	12.9115	12.4219	12.2605
5.91837	20.4625	20.5342	20.7411	21.0663	21.5043	22.0777	22.8484	23.9209	25.4124	27.2663	28.4806	25.6751	22.2929	19.401	17.1183	15.3752	14.0933	13.2145	12.7013	12.5324
5.71429	21.3012	21.3807	21.6069	21.9542	22.4112	23.0034	23.8088	24.9767	26.7343	29.2565	31.618	27.5263	23.3411	20.0598	17.5793	15.7264	14.3797	13.4626	12.9289	12.7536
5.5102	22.116	22.2051	22.4545	22.8255	23.2979	23.897	24.7147	25.9438	27.9413	31.2709	35.7258	29.3915	24.2534	20.5983	17.946	16.0015	14.6015	13.653	13.1026	12.922
5.30612	22.904	23.0054	23.2839	23.6816	24.1655	24.7578	25.5587	26.7954	28.948	33.116	41.4557	31.0768	24.9428	20.986	18.2063	16.1947	14.7554	13.7836	13.2206	13.0361
5.10204	23.6616	23.7791	24.0953	24.5247	25.0169	25.5871	26.3372	27.5093	29.6517	34.334	50	32.124	25.3048	21.1967	18.3512	16.3018	14.839	13.8528	13.2818	13.0948
4.89796	24.3838	24.5229	24.8897	25.3584	25.8565	26.3895	27.0522	28.0773	29.9735	33.9005	42.0413	31.5086	25.2593	21.2175	18.3763	16.3207	14.851	13.8594	13.2853	13.0972
4.69388	25.0642	25.2324	25.6688	26.1877	26.6908	27.1723	27.7128	28.5143	29.99	32.8334	36.8903	30.2493	24.8818	21.0579	18.2833	16.2515	14.7912	13.8034	13.2307	13.043
4.4898	25.694	25.9016	26.4355	27.0193	27.5285	27.9462	28.3342	28.85	29.8008	31.5838	33.3477	28.7984	24.2722	20.7405	18.0786	16.0964	14.6602	13.6848	13.1182	12.9323
4.28571	26.2613	26.5218	27.1947	27.8622	28.3798	28.7246	28.9363	29.1202	29.4865	30.3371	30.7544	27.3441	23.513	20.2923	17.7717	15.8592	14.46	13.5049	12.9485	12.7658
4.08163	26.7503	27.08	27.9548	28.7276	29.2572	29.523	29.5426	29.3631	29.0994	29.1556	28.7365	25.9531	22.6621	19.7389	17.3734	15.5448	14.1931	13.2649	12.7227	12.5443
3.87755	27.1401	27.5562	28.7301	29.6295	30.1742	30.3584	30.1788	29.6185	28.6641	28.0456	27.0742	24.6385	21.7558	19.1015	16.8944	15.1587	13.8624	12.967	12.4421	12.2692
3.67347	27.4049	27.9185	29.5468	30.5848	31.1454	31.2486	30.8723	29.9333	28.1784	26.9886	25.6319	23.391	20.8153	18.397	16.3445	14.7065	13.4715	12.6133	12.1086	11.9421
3.46939	27.5152	28.1131	30.0357	31.1953	31.7689	31.7943	31.2339	29.9542	27.6076	25.9567	24.3227	22.1939	19.851	17.6374	15.7323	14.1938	13.0239	12.2065	11.7242	11.5649
3.26531	27.4457	28.1086	30.2229	31.4774	32.0584	32.0116	31.2872	29.719	26.9323	24.9223	23.0878	21.0289	18.8674	16.8315	15.065	13.6256	12.5233	11.7494	11.2913	11.1398
3.06122	27.1769	27.8859	30.1228	31.4444	32.0257	31.9143	31.0508	29.2506	26.1402	23.8615	21.8866	19.8794	17.8648	15.9851	14.3485	13.0067	11.9733	11.2447	10.8123	10.6691
2.85714	26.6948	27.4334	29.7438	31.1061	31.6807	31.5135	30.5388	28.5626	25.2231	22.755	20.6903	18.731	16.842	15.1021	13.5878	12.3414	11.3775	10.6955	10.2899	10.1553
2.65306	25.9907	26.7446	29.091	30.4697	31.0308	30.8177	29.761	27.6631	24.175	21.5879	19.4782	17.572	15.7967	14.1851	12.7867	11.6337	10.7393	10.1048	9.72663	9.60106
2.44898	25.0599	25.8163	28.1671	29.5399	30.0808	29.8322	28.7231	26.5561	22.9914	20.349	18.2355	16.3933	14.7268	13.2362	11.9487	10.8871	10.062	9.47553	9.12542	9.00907
2.2449	23.9017	24.6484	26.9737	28.3186	28.833	28.5596	27.4278	25.2428	21.6691	19.0306	16.9519	15.1881	13.6305	12.2566	11.0768	10.1049	9.34892	8.81072	8.48905	8.3821
2.04082	22.5189	23.243	25.5113	26.8056	27.2871	26.9995	25.8744	23.7218	20.2062	17.628	15.6211	13.952	12.5066	11.2479	10.1736	9.29028	8.60304	8.11334	7.82041	7.72296
1.83673	20.9183	21.6055	23.7789	24.9984	25.4404	25.1489	24.059	21.9893	18.6023	16.1396	14.2394	12.6823	11.3547	10.2115	9.24165	8.44617	7.82746	7.38639	7.12237	7.03451
1.63265	19.1111	19.7446	21.7733	22.8916	23.2875	23.0018	21.9744	20.0383	16.8594	14.5666	12.8061	11.378	10.175	9.14895	8.28351	7.57548	7.02518	6.63281	6.39786	6.31964
1.42857	17.1134	17.6739	19.4882	20.4769	20.8206	20.5497	19.61	17.8577	14.9833	12.9135	11.3229	10.0399	8.96869	8.0623	7.30171	6.68107	6.19915	5.85556	5.64977	5.58125
1.22449	14.9471	15.4146	16.9107	17.7426	18.0296	17.7816	16.9513	15.4293	12.9863	11.1883	9.79348	8.66992	7.73762	6.95372	6.29886	5.76581	5.35232	5.05759	4.88105	4.82226
1.02041	12.6403	13.0007	14.0166	14.6739	14.9025	14.6847	13.9801	12.7229	10.8922	9.4026	8.22324	7.27119	6.48423	5.82574	5.27769	4.83257	4.48764	4.24184	4.09462	4.04559
0.816327	10.2251	10.4883	11.1763	11.6696	11.8426	11.6609	11.0919	10.1027	8.74692	7.5702	6.61883	5.84765	5.21152	4.68115	4.24105	3.88427	3.60805	3.41128	3.29343	3.25418
0.612245	7.73074	7.912	8.36538	8.71339	8.83597	8.69538	8.26692	7.5377	6.57468	5.70392	4.98732	4.40379	3.92292	3.52299	3.19189	2.92386	2.71651	2.56885	2.48042	2.45097
0.408163	5.18188	5.29478	5.57027	5.79112	5.86892	5.77312	5.48716	5.00781	4.38856	3.81446	3.3358	2.9445	2.62214	2.35448	2.13323	1.95433	1.816	1.71752	1.65854	1.6389
0.204082	2.59907	2.65312	2.78338	2.89035	2.92798	2.87946	2.73647	2.49896	2.19566	1.91065	1.67115	1.47485	1.31314	1.179	1.06822	0.978692	0.909499	0.860245	0.83075	0.820928
0	-3.87676e-14	8.54516e-14	-2.25651e-14	6.88791e-14	-8.01247e-14	-5.38604e-14	6.99149e-14	-1.21482e-13	1.80891e-14	7.61666e-14	-9.82508e-14	-1.43899e-14	-7.57597e-14	-1.05057e-13	2.01237e-14	5.91872e-15	-3.99514e-14	-6.9545e-14	5.14929e-14	6.62897e-14
