3.06122	1.87714	2.80236	3.75461	2.11731	1.05458	1.58141	3.25506	5.69844	6.87754	6.8884	7.1959	7.01273	6.38787	5.57294	4.74448	3.99352	3.36297	2.87907	2.56899	2.46116
2.85714	2.96536	3.67136	4.48808	3.1126	2.52044	2.96978	4.37112	6.63381	7.60702	7.27009	7.24199	6.93441	6.31667	5.55323	4.78198	4.08254	3.49659	3.0503	2.76749	2.67001
2.65306	4.0873	4.67425	5.42361	4.36975	4.015	4.39097	5.52784	7.50767	8.24847	7.63157	7.33434	6.90713	6.27945	5.55159	4.82704	4.17265	3.62667	3.21373	2.95437	2.86557
2.44898	5.22266	5.74364	6.47158	5.70832	5.50236	5.80625	6.68985	8.33447	8.81904	7.96822	7.45219	6.91567	6.26848	5.56441	4.87768	4.26227	3.75167	3.36807	3.1289	3.04742
2.2449	6.35264	6.84062	7.58628	7.08395	6.98832	7.21974	7.85617	9.13076	9.33143	8.27797	7.5818	6.94835	6.27708	5.58827	4.93196	4.34992	3.87031	3.51235	3.29055	3.21529
2.04082	7.45839	7.93805	8.74567	8.48824	8.48362	8.64296	9.03735	9.91405	9.79374	8.55924	7.71362	6.99615	6.29958	5.62004	4.98803	4.4343	3.98156	3.64582	3.43893	3.36897
1.83673	8.51942	9.01208	9.94185	9.92517	10.0002	10.0893	10.2491	10.7041	10.209	8.80986	7.84073	7.05206	6.33117	5.65684	5.04415	4.51424	4.08454	3.7679	3.57375	3.50828
1.63265	9.5123	10.0363	11.1788	11.4048	11.5501	11.5727	11.5105	11.5261	10.5733	9.02648	7.95789	7.11067	6.36785	5.69614	5.09872	4.58865	4.17851	3.87815	3.6948	3.63314
1.42857	10.4099	10.9759	12.4755	12.9411	13.145	13.1063	12.8432	12.4167	10.8721	9.20466	8.06123	7.16786	6.40631	5.73568	5.1503	4.65658	4.26284	3.97619	3.80193	3.74345
1.22449	11.1827	11.7782	13.8758	14.5506	14.7952	14.7021	14.2701	13.4354	11.0721	9.33989	8.14818	7.22059	6.4439	5.77354	5.1976	4.71719	4.337	4.06171	3.89499	3.83915
1.02041	11.8051	12.3576	14.4332	15.2085	15.4675	15.3296	14.7793	13.6697	11.1063	9.43091	8.21785	7.26683	6.47854	5.80812	5.2395	4.76973	4.40051	4.13448	3.9739	3.9202
0.816327	12.2739	12.7404	14.1772	14.9161	15.1664	14.9921	14.3676	13.1734	11.087	9.48843	8.27117	7.30533	6.50866	5.83809	5.27505	4.81358	4.45301	4.19429	4.03856	3.98656
0.612245	12.6081	12.9917	14.038	14.7036	14.9341	14.7305	14.0596	12.8492	11.0491	9.52258	8.3099	7.33549	6.5331	5.86243	5.3035	4.84823	4.49416	4.24098	4.08892	4.0382
0.408163	12.8292	13.1501	13.9638	14.5607	14.77	14.5448	13.8473	12.6447	11.0124	9.54143	8.33594	7.35704	6.55106	5.88034	5.32423	4.87326	4.52373	4.27442	4.12492	4.07511
0.204082	6.45703	6.60544	6.97126	7.25336	7.35236	7.23669	6.88723	6.29541	5.51374	4.78834	4.18439	3.69153	3.28585	2.9489	2.67007	2.44425	2.26935	2.14463	2.06985	2.04494
0	0	1.08017e-13	1.65724e-14	5.75596e-14	1.2274e-13	1.5004e-13	6.76214e-14	5.18258e-14	1.97648e-13	1.1634e-13	9.05565e-14	2.24912e-14	9.06674e-14	9.58833e-14	1.10976e-13	6.0075e-14	7.54637e-14	9.14443e-14	1.35835e-13	0
